ISSUER,ID_SURA,NEMOTECNICO,CARTERA,CPN,MATURITY,CURRENCY,INDUSTRY_GROUP,NOMINAL,PRICE_MO,PRICE_ARS,MARKET_VAL_MO,MARKET_VAL_ARS,MARKET_VAL_USD,YTM,MD
PSA FINANCE ARGENTINA,ON PSA FINANC ARG S26 V 1/2/20,PSSRO,100303969,0.2557655556,2020-02-01,ARS,Diversified Finan Serv,3700000,102.083,102.083,3777071,3777071,187768.249517787,28.404,1.303
BANCO HIPOTECARIO SA,ON BCO.HIPOTE CL.49 V.14/2/20,BH49O,100303969,0.264125,2020-02-14,ARS,Banks,4000000,101.111,101.111,4044440,4044440,201059.873928692,26.329,1.481
IND METALURGICAS PESCARM,ON IND MET PESCARMONA CL11 U$S,NMCBO,100303969,3,2016-06-18,USD,Energy-Alternate Sources,570000,0,0,0,0,0,0,0
REPUBLIC OF ARGENTINA,BONO NAC ARG $ TBADLAR V.2019,AMX9P,100303969,BADLARPP + 2.5,2019-03-11,ARS,Sovereign,751781,108.25,108.25,813802.9325,813802.9325,40456.3091580664,22.142,0.847
YPF SOCIEDAD ANONIMA,ON YPF SA CL 28 Vto 4/4/2024,YPCUO,100303969,0.0875,2024-04-04,USD,Oil&Gas,111000,100.066,100.066,111073.26,2234305.268856,111073.26,10.768,3.915
REPUBLIC OF ARGENTINA,BONO NACION ARG USD 8,AY24D,100303969,0.0875,2024-05-07,USD,Sovereign,276345,100.04,100.04,276455.538,5561069.0201928,276455.538,14.135,2.876
REPUBLIC OF ARGENTINA,BONO NACION ARG. U$S 2.4% 2018,AM18D,100303969,0.024,2018-03-18,USD,Sovereign,410000,100.098,100.098,410401.8,8255478.44808,410401.8,20.713,0.05
YPF SOCIEDAD ANONIMA,O.N. YPF S.A. CLASE 36 $ ESC.,YCA3O,100303969,BADLARPP + 4.74,2020-02-10,ARS,Oil&Gas,6100000,101.356,101.356,6182716,6182716,307359.263457217,27.291,1.425
YPF SOCIEDAD ANONIMA,O.N. YPF S.A. CLASE 41 $ ESC,YCA8O,100303969,BADLARPP + 0,2020-09-24,ARS,Oil&Gas,96301,104.368,104.368,100507.42768,100507.42768,4996.49166219253,38.39,1.033
PAN AMERICAN ENERGY LLC,ON PAN AMERICAN ENERGY 8 $ CG.,PNC8O,100303969,BADLARPP + 0,2020-12-10,ARS,Oil&Gas,4587748,97.728,97.728,4483514.36544,4483514.36544,222887.428932769,26.589,1.875
REPUBLIC OF ARGENTINA,BONO NACION ARG $ BADLAR+325,AM20P,100303969,BADLARPP + 3.25,2020-03-01,ARS,Sovereign,6000000,107.25,107.25,6435000,6435000,319900.972379646,25.416,1.44
BANCO ITAU ARGENTINA,O.N. BCO. ITAU CL19 V 13/07/19,BTCKO,100303969,BADLARPP + 3.39,2019-07-13,ARS,Banks,5000000,103.826,103.826,5191300,5191300,258073.336117242,25.721,1.089
BONCER,BONO TES NAC 25% $ 22/07/21,TC21P,100303969,0.025,2021-07-22,ARS,Sovereign,4860000,135.75,135.75,6597450,6597450,327976.794129929,0,3.279
TARJETAS CUYANAS SA,ON T.CUYANAS C25 S2 V 26/07/20,51685,100303969,BADLARPP + 0.0394,2020-07-26,ARS,Diversified Finan Serv,6100000,102.353,102.353,6243533,6243533,310382.638350335,22.675,1.781
TELECOM PERSONAL SA,ON TELECOM PERSONAL SERIE III,TLS3O,100303969,BADLARPP + 2.9,2018-05-16,ARS,Telecommunications,3160000,100.096,100.096,3163033.6,3163033.6,157242.816520511,29.325,0.197
BANCO HIPOTECARIO SA,ON BCO.HIPOTECARIO CL. 42 V.20,52259,100303969,BADLARPP + 3.2,2020-02-20,ARS,Banks,8500000,99.007,99.007,8415595,8415595,418361.61983734,27.106,1.493
BANCO SANTANDER RIO SA,ON BCO.SANTANDER RIO CL.17 V.2,52261,100303969,BADLARPP + 2.77,2020-02-22,ARS,Banks,10000000,100.529,100.529,10052900,10052900,499756.40796198,25.513,1.513
ARCOR SAIC,O.N. ARCOR S.A.I.C. CL.11 V.03,RCCBO,100303969,BADLARPP + 2.99,2021-05-03,ARS,Food,7000000,101.845,101.845,7129150,7129150,354409.015888166,25.748,2.091
REPUBLIC OF ARGENTINA,BONOS DEL TESORO $ TPM V.2020,TJ20,53811008,ARPP7DRR + 0,2020-06-21,ARS,Sovereign,170000000,114.5,114.5,194650000,194650000,9676569.4287021,22.161,1.638
GPAT CIA FINANCIERA SA,ON GPAT CIA.FIN.28 CL.B. V.27/,GPUBO,53811008,BADLARPP + 3.97,2020-06-27,ARS,Diversified Finan Serv,24666666,104.73,104.73,25833399.3018,25833399.3018,1284247.01732983,26.718,1.62
GPAT CIA FINANCIERA SA,ON GPAT C FIN 30 CL B 5/10/18,GPWBO,53811008,BADLARPP + 4.17,2020-10-05,ARS,Diversified Finan Serv,10000000,104.078,104.078,10407800,10407800,517399.43128716,26.956,1.759
HSBC BANK ARGENTINA SA,ON HSBC ARG. CL. 7 V.07/12/20,HSC7O,53811008,0.2717133995,2020-12-07,ARS,Banks,50000000,105.755,105.755,52877500,52877500,2628681.22253376,27.282,1.766
PSA FINANCE ARGENTINA,ON PSA FINANC ARG S26 V 1/2/20,PSSRO,53811008,0.2557655556,2020-02-01,ARS,Diversified Finan Serv,15000000,102.083,102.083,15312450,15312450,761222.633180218,28.404,1.303
BANCO HIPOTECARIO SA,ON BCO.HIPOTE CL.49 V.14/2/20,BH49O,53811008,0.264125,2020-02-14,ARS,Banks,15000000,101.111,101.111,15166650,15166650,753974.527232596,26.329,1.481
REPUBLIC OF ARGENTINA,BONOS DE CONSOLIDACION SERIE 8,PR15,53811008,BADLARPP + 0,2022-10-04,ARS,Sovereign,50000000,99.503,99.503,49751500,49751500,2473279.444809,31.016,2.065
IND METALURGICAS PESCARM,ON IND MET PESCARMONA CL11 U$S,NMCBO,53811008,3,2016-06-18,USD,Energy-Alternate Sources,3700000,0,0,0,0,0,0,0
REPUBLIC OF ARGENTINA,BONO NAC ARG $ TBADLAR V.2019,AMX9P,53811008,BADLARPP + 2.5,2019-03-11,ARS,Sovereign,175742532,108.25,108.25,190241290.89,190241290.89,9457400.76806061,22.142,0.847
YPF SOCIEDAD ANONIMA,ON YPF SA CL 28 Vto 4/4/2024,YPCUO,53811008,0.0875,2024-04-04,USD,Oil&Gas,1507000,100.066,100.066,1507994.62,30334216.578072,1507994.62,10.768,3.915
REPUBLIC OF ARGENTINA,BONO NACION ARG. U$S 2.4% 2018,AM18D,53811008,0.024,2018-03-18,USD,Sovereign,1766398,100.098,100.098,1768129.07004,35566977.1212966,1768129.07004,20.713,0.05
YPF SOCIEDAD ANONIMA,O.N. YPF S.A. CLASE 36 $ ESC.,YCA3O,53811008,BADLARPP + 4.74,2020-02-10,ARS,Oil&Gas,29755000,101.356,101.356,30158477.8,30158477.8,1499258.1777327,27.291,1.425
